candidate_id,district,lat,lon,original_lat,original_lon,priority_level,priority_score,gnn_probability,reward_signal,score_drop_penalty,low_impact_penalty,water_penalty,remote_penalty,is_water_cell,is_remote_cell,topo_nearest_m,effective_walk_dist_m,nearest_stop_dist_m,cell_population,terrain_penalty,nearest_ramp_dist_m,road_node,road_connector_m
CAND_0047,Sha Tin,22.3673681,114.1669946,22.366170000000025,114.16631000000012,Low Priority,-0.012653628378283599,0.5782979726791382,0.28625637143222804,0.0,0.1781956859420001,0.0,0.0,0,0,30.65977911790799,2747.1293183179914,1504.4123068301683,102.44946244603868,1.8260481557122168,2038.028529512047,4449139998,150.6784975195904
CAND_0048,Kwai Tsing,22.3476903,114.1416838,22.349480000000064,114.14043000000032,Low Priority,-0.014990313857352028,0.6003668904304504,0.28640234124365144,0.0,0.1869373972486942,0.0,0.0,0,0,89.39402657336522,2652.0380711594303,1641.2779330122348,120.69763799518836,1.6158372800956076,2073.8098529621902,5179177517,237.12834009775037
CAND_0049,Wong Tai Sin,22.3394622,114.2132956,22.33843000000001,114.21446000000016,Low Priority,-0.01550016354731032,0.6957733035087585,0.3730171919846626,0.0,0.2750362632533433,0.0,0.0,0,0,77.11862792017189,1693.709576002894,902.4150880982888,395.2411844558623,1.876863095864394,1544.6506402590358,5166587280,165.87790530639901
CAND_0050,Sha Tin,22.4022079,114.1954869,22.40417000000007,114.19631000000028,Low Priority,-0.02398422752707083,0.6519973278045654,0.26143719919323677,0.0,0.19444123478709888,0.0,0.0,0,0,75.86376402833645,2570.412260723925,1068.605014515655,102.12630381610457,2.405390416297984,1221.3601901312093,1311402320,234.00975519179124
CAND_0051,Sham Shui Po,22.3299276,114.1471389,22.32975000000002,114.14733000000008,Low Priority,-0.024814211679106357,0.5607075095176697,0.36066714187249865,0.0,0.22704354727080062,0.0,0.0,0,0,26.09704683033523,2215.7683648594734,1992.949803087095,286.0704619599449,1.1118033988749896,2085.300086495709,506473444,27.86299882842014
CAND_0052,Sham Shui Po,22.3225518,114.1402785,22.320750000000007,114.14133000000004,Low Priority,-0.037120395136346684,0.5926088690757751,0.33470464462823163,0.0,0.23546992867276131,0.0,0.0,0,0,8.504733422047408,2124.107237142689,1702.47872052787,275.09191898510943,1.2476556749467562,2284.576974259672,1231891391,227.6820999734137
CAND_0053,Sham Shui Po,22.3302349,114.1424809,22.32975000000002,114.14233000000006,Low Priority,-0.04657519910535643,0.5658116936683655,0.34060496978234883,0.0,0.23929403974146332,0.0,0.0,0,0,91.17705824597861,2082.5090330796847,1828.55165277596,287.174785382016,1.138884444373331,1769.7555644776398,1645492100,56.10792272103711
CAND_0054,Eastern,22.2704528,114.2376376,22.27073000000003,114.23633000000024,Low Priority,-0.048484005414132364,0.5615747570991516,0.28792243566669046,0.0,0.21017453886180726,0.0,0.0,0,0,56.144012925041714,2399.267337962265,1249.7284709008431,164.34052201591444,1.9198309023341675,1249.7284709008431,316734695,138.03774222416635
CAND_0055,Wong Tai Sin,22.3359834,114.2088635,22.33743000000001,114.21046000000015,Low Priority,-0.05220404374477322,0.6320538520812988,0.36808013760600766,0.0,0.28485114464711697,0.0,0.0,0,0,82.9208799116696,1586.9445182581255,875.5624088498114,405.7760739005369,1.8124858973135065,1136.0194981285897,1686529488,229.86228432279333
CAND_0056,Kwai Tsing,22.3231921,114.122304,22.32248000000003,114.12043000000024,Low Priority,-0.060299258613503104,0.5623378753662109,0.2546982052644816,0.0,0.20352626855939412,0.0,0.0,0,0,54.42457397165961,2471.5863945318383,1517.9224373896225,123.19570326121402,1.6282692274990254,3631.638967669519,1645491862,208.39231017051637
CAND_0057,Sham Shui Po,22.3452261,114.1630214,22.34575000000004,114.16133000000016,Low Priority,-0.07018969852394155,0.5669950842857361,0.3053659891012151,0.0,0.24333128024746645,0.0,0.0,0,0,76.84722533433848,2038.592433534592,918.2679280338804,248.56532557190877,2.2200409829181966,1006.3631687917692,1645493425,183.44757823989443
CAND_0058,Sham Shui Po,22.3281177,114.1398537,22.327750000000016,114.14033000000003,Low Priority,-0.07211022369465692,0.5777757167816162,0.3149909188316481,0.0,0.25410490537802904,0.0,0.0,0,0,101.62362001480453,1921.3982807947843,1660.3382805953245,291.0271920593806,1.15723301886761,2222.5982854129693,1645491986,63.81098448605524
CAND_0059,Kwun Tong,22.3148119,114.2450613,22.31429000000004,114.2437100000002,Low Priority,-0.12786332696683542,0.5373780727386475,0.29033767001531335,0.0,0.28388496190116663,0.0,0.0,0,0,92.0977529093874,1597.4545338685869,881.5307270302761,321.7042399220441,1.8121370984425396,1658.7819770034614,919341008,150.63296024899435
